,date,ttt_group,clicks_A,clicks_B,clicks_C,cost_A,cost_B,cost_C,bookings_A,bookings_B,bookings_C,booking_rev_A,booking_rev_B,booking_rev_C,booking_con_A,booking_con_B,booking_con_C,profit_A,profit_B,profit_C
116,2019-09-29,long,5406,5511,217013,2727,2786,173649,136,111,5464,20760,16801,828660,0.025157232704402517,0.020141535111594992,0.02517821512996917,3114.0,2520.15,124299.0
271,2019-09-30,medium,153525,12817,124336,126735,7757,99969,6327,423,5124,1031752,64373,775142,0.04121152906692721,0.033003042833736444,0.0412109123664908,154762.8,9655.95,116271.3
272,2019-09-30,long,4312,4599,185785,2169,2332,149566,108,92,4663,17714,14362,735863,0.02504638218923933,0.020004348771472058,0.02509890464784563,2657.1,2154.3,110379.45
270,2019-09-30,short,721243,403230,154727,701303,364595,124116,34880,15600,7483,5399063,2481734,1151353,0.048360954629715645,0.038687597648984454,0.04836259993407744,809859.45,372260.1,172702.95
430,2019-10-01,medium,134092,10660,107593,110643,6409,86368,5517,351,4427,875852,53768,680752,0.04114339408764132,0.032926829268292684,0.041145799447919476,131377.8,8065.2,102112.8
429,2019-10-01,short,603875,362924,135948,584844,329813,109275,29203,14041,6574,4392128,2242667,1067654,0.04835934589111985,0.03868854085152815,0.04835672463000559,658819.2,336400.05,160148.1
431,2019-10-01,long,4034,3867,164733,2031,1936,131852,101,77,4122,15395,11781,646434,0.025037183936539417,0.01991207654512542,0.02502230882701098,2309.25,1767.15,96965.1
588,2019-10-02,short,560463,314587,129975,545208,284712,105327,27103,12170,6285,4241748,1845841,1005283,0.04835823239000612,0.038685641809737846,0.04835545297172533,636262.2,276876.15,150792.45
590,2019-10-02,long,3526,3491,154890,1772,1752,124905,88,70,3862,14272,11460,585623,0.024957458876914352,0.02005156115726153,0.024933824004131966,2140.8,1719.0,87843.45
589,2019-10-02,medium,122961,9742,99235,101358,5849,79638,5050,320,4076,784110,48066,659491,0.04106993274290222,0.032847464586327244,0.04107421776590921,117616.5,7209.9,98923.65
746,2019-10-03,long,3239,3403,144420,1614,1706,115654,80,68,3587,12647,10297,548629,0.02469898116702686,0.01998236849838378,0.02483728015510317,1897.05,1544.55,82294.35
745,2019-10-03,medium,106980,9542,95786,88272,5820,77951,4386,313,3927,753928,50000,594816,0.040998317442512616,0.032802347516243974,0.04099764057377905,113089.2,7500.0,89222.4
744,2019-10-03,short,482155,321375,107432,467616,296274,86363,23316,12433,5195,3598001,1917826,794917,0.048357893208615485,0.03868689225982108,0.04835616948395264,539700.15,287673.9,119237.55
902,2019-10-04,long,2884,3133,134078,1431,1571,107517,71,62,3317,11076,9947,518239,0.024618585298196948,0.01978933929141398,0.024739330837273827,1661.4,1492.05,77735.85
901,2019-10-04,medium,99833,8733,84839,81883,5282,68184,4084,286,3471,644265,43398,524763,0.040908316889204974,0.03274934157792282,0.04091278775091644,96639.75,6509.7,78714.45
900,2019-10-04,short,462011,254296,104359,449557,229646,84314,22341,9837,5046,3352500,1545432,862337,0.048355991524011335,0.038683266744266524,0.04835232227215669,502875.0,231814.8,129350.55
1056,2019-10-05,short,403825,240043,90309,390624,217579,72442,19527,9286,4367,3117491,1511903,715824,0.04835510431498793,0.0386847356515291,0.04835619927139045,467623.65,226785.45,107373.6
1057,2019-10-05,medium,91000,8677,75498,74646,5306,60501,3715,283,3082,561810,43073,478395,0.04082417582417582,0.032614959087242136,0.04082227343770696,84271.5,6460.95,71759.25
1058,2019-10-05,long,2437,2926,123646,1201,1476,99574,60,58,3045,9488,9200,471416,0.024620434961017644,0.019822282980177717,0.024626757032172493,1423.2,1380.0,70712.4
119,2019-10-06,long,3950,4756,226338,1944,2395,184727,97,93,5549,15411,14936,855973,0.024556962025316455,0.0195542472666106,0.024516431178149493,2311.65,2240.4,128395.95
118,2019-10-06,medium,155534,13838,145744,127850,8406,118833,6337,451,5938,970609,68646,910229,0.04074350302827678,0.03259141494435612,0.04074267208255571,145591.35,10296.9,136534.35
117,2019-10-06,short,721932,416993,164032,700467,377767,132243,34909,16131,7932,5360799,2428034,1222691,0.04835496972013985,0.03868410261083519,0.048356418259851736,804119.85,364205.1,183403.65
275,2019-10-07,long,3823,4733,191597,1881,2391,153756,93,92,4674,14885,13931,723059,0.02432644520010463,0.019437988590745827,0.024394953991972734,2232.75,2089.65,108458.85
273,2019-10-07,short,613392,333712,134269,595915,300450,107883,29661,12909,6493,4456087,1957876,989589,0.04835570075905783,0.0386830560483291,0.048358146705494195,668413.05,293681.4,148438.35
274,2019-10-07,medium,130415,12236,122724,106232,7415,99210,5301,398,4989,843221,63983,806631,0.0406471648199977,0.032526969597907816,0.04065219516964897,126483.15,9597.45,120994.65
434,2019-10-08,long,3205,3917,169762,1567,1963,136296,78,76,4120,11788,12295,626218,0.024336973478939157,0.01940260403369926,0.024269271097183114,1768.2,1844.25,93932.7
433,2019-10-08,medium,108888,10000,113449,88531,6032,92713,4416,324,4601,691743,50254,694534,0.04055543310557637,0.0324,0.04055566818570459,103761.45,7538.1,104180.1
432,2019-10-08,short,507208,315618,109213,492092,288582,87452,24527,12210,5281,3738059,1836983,861709,0.048356887115345186,0.03868600650153033,0.04835504930731689,560708.85,275547.45,129256.35
593,2019-10-09,long,2713,3871,158722,1312,1957,127650,65,75,3830,9903,11775,638357,0.02395871728713601,0.01937483854301214,0.02413024029435113,1485.45,1766.25,95753.55
592,2019-10-09,medium,104427,9615,101463,84603,5781,81906,4226,311,4106,653234,47481,648324,0.04046846122171469,0.03234529381175247,0.040467953835388266,97985.1,7122.15,97248.6
591,2019-10-09,short,470278,275663,104242,456311,250200,83784,22742,10664,5041,3682525,1693849,765728,0.04835863042710907,0.03868491600251031,0.048358627040924,552378.75,254077.35,114859.2
747,2019-10-10,short,409890,263422,98651,397077,241467,79981,19822,10191,4771,3148500,1577418,718875,0.048359315914025716,0.03868697375314135,0.04836240889600714,472275.0,236612.7,107831.25
749,2019-10-10,long,2475,3393,147788,1191,1698,118530,59,65,3546,9262,10045,548716,0.02383838383838384,0.019157088122605363,0.023993828998294855,1389.3,1506.75,82307.4
748,2019-10-10,medium,96813,10120,92266,78283,6170,74159,3909,327,3725,611845,54042,564151,0.040376808899631245,0.03231225296442688,0.04037240153469317,91776.75,8106.3,84622.65
905,2019-10-11,long,2096,3124,136719,1006,1577,110657,50,60,3260,7832,9263,494654,0.02385496183206107,0.019206145966709345,0.023844527827149117,1174.8,1389.45,74198.1
904,2019-10-11,medium,85873,8937,88539,69358,5440,71785,3459,288,3567,526943,44706,565711,0.0402804140998917,0.032225579053373615,0.040287331006675024,79041.45,6705.9,84856.65
903,2019-10-11,short,388000,222154,86897,375621,200586,69774,18764,8595,4203,2955926,1311439,699438,0.04836082474226804,0.03868937763893515,0.04836760762742097,443388.9,196715.85,104915.7
1061,2019-10-12,long,1809,2805,125550,858,1405,101120,43,53,2974,6466,8215,460701,0.02377003869541183,0.01889483065953654,0.023687773795300678,969.9,1232.25,69105.15
1060,2019-10-12,medium,78691,7742,81452,63312,4662,65816,3163,249,3274,481547,37416,523007,0.0401951938595265,0.032162231981400155,0.04019545253646319,72232.05,5612.4,78451.05
1059,2019-10-12,short,343206,195073,86659,332334,176014,70650,16599,7548,4191,2580709,1142123,658121,0.04836453908148459,0.03869320715834585,0.04836197048200418,387106.35,171318.45,98718.15
121,2019-10-13,medium,137616,13644,154197,110419,8201,125495,5519,438,6184,888269,70313,955325,0.04010434833158935,0.03210202286719437,0.0401045415928974,133240.35,10546.95,143298.75
122,2019-10-13,long,3117,5335,227667,1467,2686,183229,73,100,5357,10975,15467,815753,0.023419955085017645,0.01874414245548266,0.023529980190365753,1646.25,2320.05,122362.95
120,2019-10-13,short,623428,341903,145336,605207,307900,117609,30153,13229,7029,4609734,2093489,1150176,0.048366451298305496,0.03869226067042407,0.0483637914900644,691460.1,314023.35,172526.4
278,2019-10-14,long,2492,4709,192948,1165,2383,155325,58,88,4508,9319,13794,743467,0.023274478330658106,0.018687619452112975,0.02336380786533159,1397.85,2069.1,111520.05
277,2019-10-14,medium,124575,12858,122863,99868,7760,98325,4985,412,4917,829554,62042,748742,0.04001605458559101,0.03204230829055841,0.040020185084199474,124433.1,9306.3,112311.3
276,2019-10-14,short,511796,298532,111977,496780,270891,89888,24755,11552,5416,3721736,1817845,892570,0.04836888135116335,0.03869601918722281,0.04836707538155157,558260.4,272676.75,133885.5
435,2019-10-15,short,426666,270378,97581,413971,247793,78733,20638,10463,4720,3185377,1633115,746233,0.048370388078731376,0.03869767510670247,0.048370072042713236,477806.55,244967.25,111934.95
437,2019-10-15,long,2093,3808,170130,978,1917,137746,49,71,3945,7662,11451,603118,0.023411371237458192,0.018644957983193277,0.023188150238053252,1149.3,1717.65,90467.7
436,2019-10-15,medium,109121,12043,109517,87390,7322,87747,4358,385,4374,656288,61421,656407,0.039937317289980845,0.03196877854355227,0.03993900490334834,98443.2,9213.15,98461.05
594,2019-10-16,short,388322,241100,94403,376249,220093,76647,18784,9330,4566,2947510,1475447,685169,0.048372227172295154,0.0386976358357528,0.04836710697753249,442126.5,221317.05,102775.35
596,2019-10-16,long,1686,3441,158556,777,1733,128922,39,63,3647,6459,9673,575943,0.023131672597864767,0.018308631211857017,0.023001337067029944,968.85,1450.95,86391.45
595,2019-10-16,medium,100403,10614,105632,80653,6438,85393,4002,338,4210,607998,51004,645030,0.039859366751989485,0.03184473337101941,0.039855346864586486,91199.7,7650.6,96754.5
752,2019-10-17,long,1637,3558,146149,747,1789,116940,37,65,3334,5719,9792,520436,0.022602321319486866,0.018268690275435637,0.02281233535638287,857.85,1468.8,78065.4
751,2019-10-17,medium,85520,10235,107057,68269,6266,87895,3402,326,4259,525940,50384,662251,0.03978016838166511,0.03185148998534441,0.03978254574665832,78891.0,7557.6,99337.65
750,2019-10-17,short,365052,204607,86016,354102,184614,69644,17658,7918,4161,2784404,1235693,635749,0.04837119095361757,0.038698578250010995,0.048374720982142856,417660.6,185353.95,95362.35
908,2019-10-18,long,1397,2930,134366,637,1466,108432,32,53,3038,4925,8032,461311,0.02290622763063708,0.01808873720136519,0.022609886429602728,738.75,1204.8,69196.65
907,2019-10-18,medium,89389,9281,90411,71419,5587,72338,3550,295,3591,575625,44476,575793,0.03971405877680699,0.03178536795603922,0.03971861830971895,86343.75,6671.4,86368.95
906,2019-10-18,short,316715,207534,65939,309344,192272,52933,15321,8031,3190,2519032,1385053,479042,0.04837472175299559,0.03869727369973113,0.04837804637619618,377854.8,207757.95,71856.3
1062,2019-10-19,short,297752,163950,65659,288736,147559,52707,14403,6345,3176,2253610,990566,520187,0.04837247104973266,0.03870082342177493,0.048371129624270856,338041.5,148584.9,78028.05
1063,2019-10-19,medium,81566,8913,84895,65042,5389,68036,3234,283,3366,497179,42709,517461,0.039648873305053574,0.03175137439694828,0.03964897814947877,74576.85,6406.35,77619.15
1064,2019-10-19,long,1134,2780,122212,510,1399,98670,25,50,2738,4012,7525,440753,0.02204585537918871,0.017985611510791366,0.022403691945144504,601.8,1128.75,66112.95
124,2019-10-20,medium,142852,16521,163830,113120,9990,131973,5656,523,6486,850842,80410,1016324,0.03959342536331308,0.031656679377761635,0.03958981871452115,127626.3,12061.5,152448.6
123,2019-10-20,short,535897,288058,110417,523880,260574,88599,25923,11148,5341,3976418,1695104,869967,0.04837310154749887,0.03870053947468913,0.04837117472852912,596462.7,254265.6,130495.05
125,2019-10-20,long,2021,5360,219943,903,2704,176527,45,95,4880,6966,14438,752991,0.022266204849084613,0.017723880597014924,0.02218756677866538,1044.9,2165.7,112948.65
280,2019-10-21,medium,123396,14159,141389,97789,8560,113971,4878,448,5590,755588,67440,861356,0.039531265194982006,0.03164065258845964,0.03953631470623599,113338.2,10116.0,129203.4
279,2019-10-21,short,433666,248360,91733,423002,225949,73686,20978,9611,4437,3175531,1545889,681534,0.048373633164693564,0.0386978579481398,0.04836863506044717,476329.65,231883.35,102230.1
281,2019-10-21,long,1282,4076,186032,563,2069,152229,28,72,4085,4629,11230,619878,0.0218408736349454,0.017664376840039256,0.02195858776984605,694.35,1684.5,92981.7
440,2019-10-22,long,1264,3737,162127,553,1873,130173,27,65,3522,4166,10405,529532,0.021360759493670885,0.017393631255017392,0.021723710424543723,624.9,1560.75,79429.8
438,2019-10-22,short,367261,215147,82615,355875,194997,66434,17765,8326,3996,2999314,1299292,615373,0.04837159404347317,0.03869912199565878,0.048368940265085036,449897.1,194893.8,92305.95
439,2019-10-22,medium,108877,11928,129519,86380,7178,105011,4299,377,5114,668660,56733,798649,0.03948492335387639,0.03160630449362844,0.03948455438970344,100299.0,8509.95,119797.35
597,2019-10-23,short,338785,186959,78782,329514,168820,63854,16388,7235,3811,2632382,1177355,615144,0.04837286184453267,0.038698324231516,0.04837399405955675,394857.3,176603.25,92271.6
598,2019-10-23,medium,106549,12674,118774,84467,7700,95445,4202,400,4684,649549,63578,744742,0.03943725422106261,0.031560675398453523,0.03943624025460118,97432.35,9536.7,111711.3
599,2019-10-23,long,993,3608,149637,428,1827,120677,21,62,3213,3188,9620,531564,0.021148036253776436,0.017184035476718405,0.021471962148399127,478.2,1443.0,79734.6
754,2019-10-24,medium,97959,11132,116371,77914,6747,94573,3860,351,4585,592086,55974,706048,0.0394042405496177,0.03153072224218469,0.03939985047821193,88812.9,8396.1,105907.2
753,2019-10-24,short,306734,176056,63925,298788,159997,51184,14837,6813,3092,2324909,1033922,477430,0.04837090117169926,0.03869791429999546,0.048369182635901446,348736.35,155088.3,71614.5
755,2019-10-24,long,865,3274,136977,368,1644,109692,18,56,2906,2751,9057,467942,0.020809248554913295,0.01710445937690898,0.021215240514830955,412.65,1358.55,70191.3
911,2019-10-25,long,699,2804,124692,294,1403,100280,15,47,2611,2256,7333,392029,0.02145922746781116,0.016761768901569187,0.02093959516248035,338.4,1099.95,58804.35
910,2019-10-25,medium,94339,10925,107363,74667,6604,86360,3714,344,4226,576499,53047,664422,0.0393686598331549,0.03148741418764302,0.03936179130612967,86474.85,7957.05,99663.3
909,2019-10-25,short,270965,161147,59428,262431,146255,47613,13106,6235,2874,1971390,1044881,431210,0.04836787038916465,0.03869138116129993,0.04836104193309551,295708.5,156732.15,64681.5
1066,2019-10-26,medium,86518,10067,102809,68814,6119,83554,3403,317,4044,519763,49774,627258,0.03933285559074412,0.03148902354226681,0.039335077668297525,77964.45,7466.1,94088.7
1065,2019-10-26,short,242779,143722,52433,235564,130605,42005,11742,5561,2536,1798673,906152,403189,0.04836497390630985,0.038692754066879116,0.048366486754524825,269800.95,135922.8,60478.35
1067,2019-10-26,long,521,2536,112447,216,1279,91068,11,42,2323,1668,6709,355552,0.02111324376199616,0.016561514195583597,0.020658621394968296,250.2,1006.35,53332.8
126,2019-10-27,short,426418,260587,90648,415374,238683,72762,20622,10082,4384,3130216,1603047,690886,0.04836099789408515,0.038689573923488124,0.048362898243756065,469532.4,240457.05,103632.9
127,2019-10-27,medium,151035,18025,202278,118826,10872,165060,5937,567,7951,963704,94200,1221394,0.03930876949051544,0.03145631067961165,0.039307289967272764,144555.6,14130.0,183209.1
128,2019-10-27,long,909,4694,200536,371,2349,160457,19,76,4083,2882,12053,628111,0.020902090209020903,0.016190881976991905,0.020360434036781425,432.3,1807.95,94216.65
284,2019-10-28,long,576,3342,167350,231,1673,136624,12,54,3355,1922,8168,507781,0.020833333333333332,0.01615798922800718,0.0200478040035853,288.3,1225.2,76167.15
283,2019-10-28,medium,132355,15898,175418,104052,9590,142849,5200,500,6892,814766,82861,1093107,0.039288277737901854,0.0314504969178513,0.03928901253007103,122214.9,12429.15,163966.05
282,2019-10-28,short,372375,196061,75919,364288,177024,60882,18007,7585,3671,2732719,1225666,607260,0.048357166834508226,0.038686939268901,0.048354166941081946,409907.85,183849.9,91089.0
441,2019-10-29,short,297602,185769,71145,287897,169430,57552,14389,7186,3440,2189273,1107106,530520,0.04834980947708685,0.03868244970904726,0.048351957270363344,328390.95,166065.9,79578.0
442,2019-10-29,medium,122587,14487,156092,96440,8727,126564,4814,455,6130,763535,68776,955677,0.039270069420085325,0.03140746876509974,0.039271711554724135,114530.25,10316.4,143351.55
443,2019-10-29,long,483,3500,143465,190,1768,115290,10,55,2828,1510,8490,437935,0.020703933747412008,0.015714285714285715,0.019712124908514272,226.5,1273.5,65690.25
600,2019-10-30,short,279383,161169,64558,271197,146050,52180,13507,6233,3121,2158145,1019584,495224,0.04834581918012191,0.03867369034988118,0.04834412466309365,323721.75,152937.6,74283.6
601,2019-10-30,medium,127736,14572,138836,101328,8812,111286,5014,458,5450,764680,72969,829929,0.03925283397006325,0.03143013999451002,0.039254948284306666,114702.0,10945.35,124489.35
602,2019-10-30,long,403,3178,130432,157,1602,104583,8,49,2526,1223,8074,414879,0.019851116625310174,0.015418502202643172,0.019366413150147203,183.45,1211.1,62231.85
757,2019-10-31,medium,115721,12685,134227,91744,7629,108407,4559,400,5288,708892,63291,828006,0.039396479463537304,0.031533307055577456,0.03939594865414559,106333.8,9493.65,124200.9
756,2019-10-31,short,258910,139996,59225,251814,126086,47902,12515,5414,2863,2143837,872742,432157,0.04833726005175543,0.038672533500957174,0.04834107218235542,321575.55,130911.3,64823.55
758,2019-10-31,long,382,2828,123548,149,1415,99148,7,44,2396,1094,6610,367980,0.01832460732984293,0.015558698727015558,0.01939327225046136,164.1,991.5,55197.0
912,2019-11-01,short,219237,145992,48235,212147,134270,38627,10596,5645,2331,1693528,943510,369906,0.04833125795372131,0.03866650227409721,0.0483259044262465,254029.2,141526.5,55485.9
913,2019-11-01,medium,110322,12250,121119,87886,7414,97620,4362,388,4789,723756,59269,723992,0.039538804590199594,0.0316734693877551,0.03953962631791874,108563.4,8890.35,108598.8
914,2019-11-01,long,338,2651,116239,132,1335,93920,7,41,2257,1061,6152,348719,0.020710059171597635,0.015465861938890985,0.019416891060659504,159.15,922.8,52307.85
1068,2019-11-02,short,200681,123693,46611,194097,112613,37562,9697,4782,2252,1636322,738460,357026,0.04832046880372332,0.03866023137930198,0.04831477548218232,245448.3,110769.0,53553.9
1069,2019-11-02,medium,104590,10905,109163,83626,6573,87750,4151,346,4332,627170,53341,666101,0.039688306721483886,0.0317285648784961,0.039683775638265716,94075.5,8001.15,99915.15
1070,2019-11-02,long,324,2638,108435,127,1339,87606,6,41,2110,967,6210,317561,0.018518518518518517,0.0155420773313116,0.019458661871167057,145.05,931.5,47634.15
129,2019-11-03,short,353384,216216,91509,342185,196894,74839,17073,8357,4421,2788307,1313238,681714,0.04831288343558282,0.03865116365116365,0.04831218787223115,418246.05,196985.7,102257.1
130,2019-11-03,medium,192527,19561,198915,154095,11764,159859,7669,623,7924,1151240,99225,1217284,0.039833374020267286,0.031849087469965745,0.0398361109016414,172686.0,14883.75,182592.6
131,2019-11-03,long,644,4736,201109,251,2372,160945,13,74,3921,2121,11596,631465,0.020186335403726708,0.015625,0.019496889746356452,318.15,1739.4,94719.75
287,2019-11-04,long,538,3810,174622,211,1910,141236,11,60,3413,1740,9712,513187,0.020446096654275093,0.015748031496062992,0.019545074503785318,261.0,1456.8,76978.05
286,2019-11-04,medium,167531,17517,166160,134458,10602,133221,6698,560,6644,1088497,84527,1074779,0.03998066029570647,0.03196894445395901,0.03998555609051516,163274.55,12679.05,161216.85
285,2019-11-04,short,304929,177639,69031,295160,160718,55496,14728,6864,3334,2273712,1056066,527613,0.04829976814274799,0.03864016347761471,0.048297141863800325,341056.8,158409.9,79141.95
445,2019-11-05,medium,149468,15939,146254,120599,9722,117686,5999,512,5870,1018187,85291,920190,0.04013568121604624,0.0321224669050756,0.04013565440945205,152728.05,12793.65,138028.5
444,2019-11-05,short,262847,159909,55797,255390,146014,44666,12693,6178,2694,1912416,967780,419861,0.048290450338029346,0.038634473356721634,0.04828216570783375,286862.4,145167.0,62979.15
446,2019-11-05,long,530,3725,156787,209,1877,126074,10,58,3073,1591,8767,486960,0.018867924528301886,0.015570469798657718,0.019599839272388654,238.65,1315.05,73044.0
605,2019-11-06,long,493,3479,149323,194,1750,120138,10,55,2935,1519,8482,442425,0.02028397565922921,0.015809140557631503,0.019655377939098464,227.85,1272.3,66363.75
603,2019-11-06,short,244406,139982,55606,237187,126706,44846,11799,5406,2685,1807120,827606,405606,0.04827622889781757,0.03861925104656313,0.048286156170197464,271068.0,124140.9,60840.9
604,2019-11-06,medium,136040,12670,143947,109827,7602,117034,5480,408,5799,861388,63727,873865,0.04028226992061158,0.032202052091554856,0.040285660694561194,129208.2,9559.05,131079.75
761,2019-11-07,long,502,3386,141294,200,1708,113658,10,53,2786,1573,8100,441557,0.0199203187250996,0.015652687536916714,0.019717751638427674,235.95,1215.0,66233.55
760,2019-11-07,medium,139249,12415,121476,113556,7484,97386,5630,402,4912,900552,64430,737375,0.040431170062262566,0.03238018525976641,0.04043597089136949,135082.8,9664.5,110606.25
759,2019-11-07,short,217499,136906,48903,210383,124982,39253,10498,5286,2360,1749464,879076,393700,0.048266888583395784,0.03861043343608023,0.04825879802875079,262419.6,131861.4,59055.0
917,2019-11-08,long,469,2845,133371,188,1428,108268,9,45,2639,1378,7159,428765,0.019189765458422176,0.015817223198594025,0.0197869101978691,206.7,1073.85,64314.75
916,2019-11-08,medium,127358,10602,115527,104554,6379,93693,5169,344,4689,816375,52754,727397,0.04058637855493962,0.03244670816827014,0.04058791451349035,122456.25,7913.1,109109.55
915,2019-11-08,short,200297,123020,45004,193614,111886,36096,9665,4749,2172,1472423,730589,328472,0.04825334378448005,0.03860347910908795,0.04826237667762866,220863.45,109588.35,49270.8
1073,2019-11-09,long,430,3053,124304,171,1549,100230,9,48,2468,1445,7261,372229,0.020930232558139535,0.015722240419259743,0.01985455013515253,216.75,1089.15,55834.35
1072,2019-11-09,medium,119067,10903,103699,97263,6606,83259,4850,355,4224,737977,53470,681816,0.040733368607590685,0.032559845913968634,0.04073327611645242,110696.55,8020.5,102272.4
1071,2019-11-09,short,182355,107967,44519,176517,97883,36130,8796,4167,2148,1380702,646556,329289,0.048235584436949905,0.03859512628858818,0.04824906219816258,207105.3,96983.4,49393.35
132,2019-11-10,short,335316,192088,77929,324232,173244,62789,16170,7411,3758,2510903,1151053,608633,0.0482231685932076,0.03858127524884428,0.04822338282282591,376635.45,172657.95,91294.95
133,2019-11-10,medium,217454,19551,189763,177951,11839,152668,8890,639,7758,1432247,101590,1206226,0.040882209570759796,0.03268375019180605,0.040882574579870684,214837.05,15238.5,180933.9
134,2019-11-10,long,794,5510,230643,317,2803,187131,16,88,4595,2562,13246,690570,0.020151133501259445,0.015970961887477313,0.019922564309343877,384.3,1986.9,103585.5
290,2019-11-11,long,766,4632,199978,308,2331,161155,15,74,3999,2281,11863,603137,0.0195822454308094,0.015975820379965457,0.019997199691966117,342.15,1779.45,90470.55
289,2019-11-11,medium,192481,17328,154622,159039,10596,124307,7898,569,6344,1281658,91101,1066617,0.04103262140159288,0.03283702677746999,0.04102909029762906,192248.7,13665.15,159992.55
288,2019-11-11,short,276378,169705,66915,267017,154260,54145,13324,6545,3226,2054314,985335,498366,0.04820933648843251,0.03856692495801538,0.048210416199656284,308147.1,147800.25,74754.9
449,2019-11-12,long,693,4156,179915,280,2101,145637,14,67,3612,2112,10162,545187,0.020202020202020204,0.016121270452358036,0.020076147069449463,316.8,1524.3,81778.05
448,2019-11-12,medium,162862,13694,146511,134336,8289,119261,6706,451,6033,1077114,74483,931794,0.041175964927361815,0.03293413173652695,0.04117779552388558,161567.1,11172.45,139769.1
447,2019-11-12,short,250465,148365,53751,243261,134968,43069,12071,5720,2591,1878473,906353,396109,0.048194358493202645,0.0385535672159876,0.0482037543487563,281770.95,135952.95,59416.35
607,2019-11-13,medium,158140,12921,131499,130729,7810,106228,6535,427,5434,1004540,65118,867056,0.04132414316428481,0.0330469777880969,0.04132350816356018,150681.0,9767.7,130058.4
608,2019-11-13,long,757,3995,171044,308,2000,136947,15,64,3448,2270,9603,543241,0.019815059445178335,0.01602002503128911,0.020158555693271907,340.5,1440.45,81486.15
606,2019-11-13,short,227388,141157,55050,219821,128564,44572,10956,5441,2652,1740269,866213,409594,0.04818196210881841,0.03854573276564393,0.04817438692098092,261040.35,129931.95,61439.1
763,2019-11-14,medium,153704,11382,116806,127875,6839,93900,6374,378,4844,983254,60284,742720,0.04146931764950815,0.033210332103321034,0.041470472407239355,147488.1,9042.6,111408.0
762,2019-11-14,short,215208,127062,53360,207322,114604,43182,10366,4896,2570,1600542,762996,386953,0.04816735437344337,0.03853237002408273,0.048163418290854576,240081.3,114449.4,58042.95
764,2019-11-14,long,654,3637,162090,265,1827,130915,13,59,3280,2013,8986,498398,0.019877675840978593,0.016222161121803684,0.020235671540502192,301.95,1347.9,74759.7
918,2019-11-15,short,206827,116194,45412,200343,104724,36394,9960,4476,2187,1517564,697281,337427,0.04815618850536922,0.038521782536103416,0.04815907689597463,227634.6,104592.15,50614.05
920,2019-11-15,long,581,3174,152752,237,1598,124784,12,52,3104,1916,7839,474844,0.020654044750430294,0.01638311279143037,0.02032051953493244,287.4,1175.85,71226.6
919,2019-11-15,medium,147660,10434,102634,123984,6291,82347,6144,347,4270,959641,52282,641636,0.04160910199106054,0.03325666091623539,0.04160414677397354,143946.15,7842.3,96245.4
1076,2019-11-16,long,654,3376,142133,267,1694,113822,13,55,2900,1952,8602,436012,0.019877675840978593,0.016291469194312798,0.02040342496112796,292.8,1290.3,65401.8
1075,2019-11-16,medium,130445,9318,99686,109018,5599,80557,5446,311,4161,882528,47145,648524,0.04174939629729005,0.03337626100021464,0.041741066950223706,132379.2,7071.75,97278.6
1074,2019-11-16,short,188025,111896,41822,182489,101780,33638,9052,4309,2013,1361450,672383,304804,0.04814253423746842,0.03850897261743047,0.048132561809573905,204217.5,100857.45,45720.6
137,2019-11-17,long,1227,5924,263532,504,2965,211997,25,97,5400,4093,16018,827712,0.020374898125509373,0.01637407157326131,0.0204908701789536,613.95,2402.7,124156.8
136,2019-11-17,medium,252009,15629,167922,214135,9381,135625,10554,524,7033,1611873,79216,1153392,0.04187945668607074,0.0335274169812528,0.041882540703421824,241780.95,11882.4,173008.8
135,2019-11-17,short,346081,201063,83433,334779,181732,67560,16657,7742,4016,2539771,1210611,632272,0.04813035098719664,0.038505344096129074,0.048134431220260565,380965.65,181591.65,94840.8
293,2019-11-18,long,1068,5075,228147,440,2539,183694,22,84,4695,3413,13544,706018,0.020599250936329586,0.016551724137931035,0.020578837328564477,511.95,2031.6,105902.7
291,2019-11-18,short,292321,176120,77058,282130,159548,62954,14066,6780,3708,2225079,1043294,568713,0.04811833566524471,0.03849647967295026,0.04811959822471385,333761.85,156494.1,85306.95
292,2019-11-18,medium,211358,14512,144453,177644,8727,115770,8880,488,6069,1352896,78748,932689,0.042014023599769114,0.03362734288864388,0.04201366534443729,202934.4,11812.2,139903.35
452,2019-11-19,long,986,4717,204748,410,2384,165800,20,78,4232,3128,11864,656574,0.02028397565922921,0.016535933856264576,0.02066931056713619,469.2,1779.6,98486.1
451,2019-11-19,medium,181390,12373,132594,153779,7499,108093,7644,417,5587,1166896,68880,908071,0.042141242626385134,0.033702416552170045,0.04213614492360137,175034.4,10332.0,136210.65
450,2019-11-19,short,261020,161396,68779,251861,146650,56175,12558,6212,3309,1912335,937759,508329,0.04811125584246418,0.03848918188802696,0.0481106151586967,286850.25,140663.85,76249.35
609,2019-11-20,short,245815,163115,60128,236495,149088,48512,11824,6277,2892,1842303,953157,485028,0.048101214327848175,0.03848205253961929,0.048097392229909525,276345.45,142973.55,72754.2
610,2019-11-20,medium,170125,12892,121133,144305,7921,98477,7190,436,5119,1145796,66864,848630,0.042263041880969875,0.03381942289792119,0.04225933478077815,171869.4,10029.6,127294.5
